page_title,page_id
Intraoperative electron radiation therapy,13524515
Intraoperative radiation therapy,11146999
Intraoral camera,37296490
Intraosseous infusion,1617684
Intraperitoneal injection,15552594
Intrastromal corneal ring segment,3850208
Intrathecal pump,4882000
Intrauterine device,26521347
Intravascular fluorescence,51610625
Intravascular ultrasound,852692
Intravenous sodium bicarbonate,31516892
Intravenous sugar solution,28856428
Intravitreal administration,5416572
Intravoxel incoherent motion,34808530
Intrinsic function,1695405
Intruder detection,3750150
Intrusion (orthodontics),53079483
Intrusion detection system,113021
Intumescent,3986111
Inuit weapons,24335829
Inulin,476393
Invar,544888
Invariant extended Kalman filter,27461950
Invenio,23972680
Invention of the integrated circuit,37259051
Inventory management software,28399034
Inverse dynamics,2129591
Inverse dynamics-based static optimization,53955571
Inverse gas chromatography,23605074
Inverse magnetostrictive effect,23437336
Inverse problem,203956
Inverse synthetic-aperture radar,1779158
Invertase,1737838
Inverted index,3125116
Inverted microscope,824767
Inverted vee antenna,16337915
Inverter (logic gate),100625
Inverter compressor,39383726
Invertible matrix,217122
Investment casting,4883560
Invisible ink,65448
Invitation system,10100987
Involute,840704
Involute gear,351293
IoTivity,47648712
Iobitridol,20361927
Ioctl,2924038
Iodic acid,2134064
Iodide,519796
Iodinated contrast,1320802
Iodine,14750
Iodine-129,10978553
Iodine (125I) human albumin,2247115
Iodine monochloride,5575149
Iodixanol,7423908
Iodoform,315028
Iodolactonization,12694871
Iodomethane,2250747
Iodometry,2292030
Iodophor,2182002
Iodopropynyl butylcarbamate,33099711
Iodosobenzene,5964169
Ion-exchange membrane,46750217
Ion-exchange resin,1224080
Ion-selective electrode,593406
Ion beam,1592806
Ion beam analysis,2370766
Ion channel,15303
Ion chromatography,1787246
Ion exchange,1615106
Ion funnel,53651947
Ion gel,21066540
Ion implantation,15539
Ion laser,1913486
Ion milling machine,27795355
Ion mobility spectrometry,2916856
Ion pump,8984493
Ion semiconductor sequencing,30965725
Ion source,326386
Ion thruster,37839
Ion transporter,4575803
Ionic (mobile app framework),45671595
Ionic liquid,1117290
Ionic polymerization,39497996
Ionization chamber,1464117
Ionomer,2206496
Iontophoresis,684160
Iopamidol,16639293
Iopromide,20361868
Iotrolan,2286287
Ioxaglic acid,20362104
Ipilimumab,9132492
Ipodate sodium,16923597
Iprodione,3586641
Iptables,971682
Irbesartan,757805
Iridectomy,4951617
Iridium,14752
Iridium acetylacetonate,40014576
Iridium satellite constellation,21541213
Iris recognition,366418
Iroko,31370251
Iron,14734
Iron(II) carbonate,6109094
Iron(II) chloride,1558629
Iron(II) fluoride,3115470
Iron(II) gluconate,4198953
Iron(II) hydroxide,2317035
Iron(II) lactate,15665118
Iron(II) oxide,470323
Iron(II) sulfate,158405
Iron(III) acetate,6646858
Iron(III) bromide,2408776
Iron(III) chloride,446457
Iron(III) fluoride,3139950
Iron(III) nitrate,5401557
Iron(III) oxide-hydroxide,3246150
Iron(III) phosphate,2846018
Iron (golf),13857068
Iron Age,14711
Iron boride,44158964
Iron fertilization,4145551
Iron gall ink,659960
Iron nitrides,22428061
Iron oxide,277266
Iron oxide nanoparticle,25430201
Iron pentacarbonyl,2414449
Iron polymaltose,53705162
Iron powder,41359304
Iron sights,1041421
Iron sucrose,35575429
Iron supplement,4840621
Ironclad warship,251489
Ironing,21402762
Ironsand,5981157
Ironstone,282956
Irradiation,1388785
Irreversible electroporation,40142982
Irrigation,42261
Irrigation sprinkler,2079927
Is functions,30113508
IsaMill,29579675
Isaria sinclairii,31300834
Isatis tinctoria,251147
Isatuximab,46661826
Ischemic preconditioning,6768440
Islanding,7739128
Isoamyl acetate,4164654
Isoamyl alcohol,4164696
Isobaric labeling,27432870
Isobutane,173305
Isobutanol,2849399
Isobutylene,1596651
Isobutyric acid,859006
Isobutyronitrile,48102075
Isochron dating,1346182
Isochrone map,35182998
Isocyanate,48397
Isogenic human disease models,28309002
Isogrid,6249276
Isolation amplifier,14766360
Isolation booth,1418631
Isolation cabinet (guitar),6365406
Isolation tank,19349609
Isolation transformer,575126
Isolation valve,34874358
Isolation ward,26136112
Isomalt,2876061
Isomaltooligosaccharide,34042734
Isomaltulose,4329830
Isomerase,547970
Isomerization,264740
Isometric exercise,1519027
Isoniazid,599463
Isopentane,2160196
Isopeptag,28117484
Isophorone,9193504
Isophorone diisocyanate,4183474
Isophthalic acid,1592061
Isopropyl alcohol,20888255
Isopropyl myristate,7778365
Isopropyl nitrite,1704135
Isopropylamine,9874824
Isoseismal map,24597556
Isosorbide,2252299
Isosurface,975221
Isothermal microcalorimetry,35215882
Isothermal titration calorimetry,4715518
Isothiazolinone,11040396
Isotonic regression,2836143
Isotope dilution,3232061
Isotope fractionation,6284612
Isotopes in medicine,39090181
Isotopes of copper,2527036
Isotopic labeling,1652307
Isotopic signature,2843876
Isotopically pure diamond,14740796
Isotopomer,2421084
Isotretinoin,229985
Isotropic radiator,2421481
Isovaleraldehyde,40715102
Isoxsuprine,12681160
Isradipine,6048199
Issue tracking system,2029470
Itanium,15454
Item Unique Identification,19086179
Item bank,20810218
Item tree analysis,16569923
Iterative and incremental development,163878
Iterative compression,46386066
Iterative deepening A*,2256654
Iterative deepening depth-first search,433326
Iterative method,15237
Iterator,172640
Ithkuil,1683879
Itolizumab,33052137
Ivacaftor,30995223
Ivermectin,1117429
Ixabepilone,11979825
Ixekizumab,33024053
Ixtle,13442143
JACK Audio Connection Kit,303304
JADE (programming language),5887624
JAR (file format),265609
JAUS,2422506
JEUS,42301832
JGroups,9506545
JIS X 0208,23007763
JPIP,4895529
JQuery,7672626
JQuery UI,27078495
JSON Patch,52472953
JSON Web Signature,48470600
JSON Web Token,46647675
JSON streaming,43971347
JTAG,638112
JTS Topology Suite,5579825
JUMP GIS,3015245
JUnit,16226
Jack plane,1282933
Jackhammer,910155
Jackknifing,2160269
Jackscrew,2346537
Jackson-Pratt drain,5847535
Jackup rig,13168288
Jacobsen epoxidation,3211228
Jacquard machine,16225
Jadarite,10865547
Jade,191395
Jadeite,977361
Jaffe reaction,37425225
Jaggery,418125
Jaggies,16362
Jagua tattoo,27294530
Jaguar (software),3528734
Jaguar independent rear suspension,21656037
Jakarta Enterprise Beans,42750
Jakarta Server Pages,42910
Jakarta Standard Tag Library,2630956
Jalousie window,1805092
Jam nut,17604025
Jameson cell,40142408
Janus particles,16037610
Japamala,495223
Japan wax,3500440
Japanese bondage,164612
Japanese input method,2941182
Japanese robotics,4347444
Japanese sword mountings,2450901
Japanese tissue,11676992
Japanese writing system,1234482
Japanning,1097763
Jaql,41997302
Jar,480507
Jar opener,40222602
Jarosite,501058
JasperReports,11980309
Jatropha,892341
Jatropha curcas,10811383
JavaCC,402257
JavaFX,11125049
JavaPOS,9386486
JavaScript,9845
JavaScript syntax,3824186
JavaTest harness,31714178
Java (programming language),15881
Java AWT Native Interface,3522113
Java Authentication and Authorization Service,927844
Java Card,2070564
Java Card OpenPlatform,2485041
Java Classloader,78380749
Java ConcurrentMap,49876799
Java Data Objects,147249
Java Database Connectivity,26257672
Java Management Extensions,541158
Java Native Access,15603764
Java Native Interface,230828
"Java Platform, Micro Edition",42870
Java Web Start,2001574
Java applet,13593
Java bytecode,82058369
Java code coverage tools,38607152
Java collections framework,4294832
Java logging framework,4904971
Java syntax,1079500
Java virtual machine,16389
Javadoc,1329358
Jaw wiring,6788996
Jazelle,2123310
Jazz guitar,16141
Jeet Kune Do,55351
Jelli,25206144
Jenks natural breaks optimization,25397242
Jennerex,36970726
Jerrycan,469604
Jersey (fabric),19722727
Jersey barrier,885850
Jerusalem cross,1638146
Jet aerators,24027962
Jet aircraft,164656
Jet blast deflector,25073388
Jet bridge,658376
Jet engine,15944
Jet injector,1018267
Jet propulsion,1450795
Jetboard,6036003
Jetboat,171513
Jeton,1444272
Jew's harp,378905
Jewel bearing,627411
Jheri curl,30872190
Jiffy (time),30169125
Jigsaw puzzle,133877
Jile,53792329
Jinja (template engine),4218966
Jitsi,8752234
Job's tears,2052205
Job Control Language,391487
Job Definition Format,425359
John Innes compost,10700197
Johnson thermoelectric energy converter,29249120
Joinery,113266
Joint compound,5271964
Joint replacement,2867638
Joint support ship,3229287
Joist,977139
Jojoba,262116
Jojoba ester,3192035
Jojoba oil,2770172
Jones oxidation,30660953
Jones reductor,21728926
Joomla,2592728
Josephson effect,446712
Joule heating,604798
Journey planner,14660112
Joystick,16229
JuK,1032406
Jug fishing,31860648
Juglone,3118602
Juicer,283610
Jujutsu,20316671
Julia olefination,4947978
Julian calendar,15651
Julolidine,33649013
Jump wire,21409235
Jumping library,38679864
Jumping stilts,1171679
Junctionless nanowire transistor,45478390
Just-in-time compilation,220632
Jute,336175
Juvenile hormone,444387
K-D-B-tree,42442225
K-Y Jelly,166682
K-d tree,1676725
K-index,7971569
K-means++,22342107
K-means clustering,1860407
K-nearest neighbors algorithm,1775388
K9 Web Protection,4970346
KDE Software Compilation,26885904
KH-11 KENNEN,615393
KISS (amateur radio protocol),35401808
KMT 5 M,24574422
KS X 1001,23738382
KVM switch,1153898
KWord,29939715
K shortest path routing,37804593
Kademlia,532895
Kadenacy effect,11336788
Kaede (protein),20723155
Kagamine Rin/Len,45097115
Kago,1018670
Kainic acid,2669043
Kainite,16933
Kaiser window,236782
Kaleidocycle,41738353
Kali NetHunter,49676510
Kalman filter,180855
Kamaboko,169482
Kampilan,722362
Kanban,261987
Kanban board,35454200
Kangaroo leather,19018909
Kansas City standard,194388
Kanthal (alloy),2480987
Kaolinite,16938
Kaoss Pad,745308
Kapa,838523
Kaplan turbine,754560
Kapok,29827690
Kapok fibre,50016397
Kappa number,1040344
Kapton,884879
Karabiner 98k,240194
Karate,16746
Karatsuba algorithm,6395589
Karmarkar's algorithm,3736667
Karstedt's catalyst,41160677
Kart racing,54128
Karyotype,152038
Katakana,16851
Katana,14715409
Kater's pendulum,76425
Katsuobushi,316622
Kaufman Assessment Battery for Children,6070674
Kauri gum,6126736
Kayak roll,8717657
Kayaking,40275
Kearny fallout meter,6000690
Keepalive,1356350
Kegel exercise,410851
Keggin structure,10864058
Kei truck,18314257
Keller Plan,8018297
Kelly tool,16126092
Kelvin probe force microscope,2207911
Ken Burns effect,2695396
Kendrick extrication device,1145738
Kenworth,851275
Keras,51650259
Keratoprosthesis,21967441
Kerbside collection,5636228
Kernel-based Virtual Machine,8412133
Kernel Patch Protection,8198246
Kernel density estimation,2090057
Kernel embedding of distributions,41370976
Kernel method,3424576
Kerning,226751
Kernite,16976
Kernmantle rope,1371949
Kerosene,16992
Kerosene lamp,191902
Kestenberg Movement Profile,50907630
Kesterite,33471537
Ketamine,16948
Ketanserin,1132024
Ketene,16804
Ketoconazole,781661
Ketogenic diet,791546
Ketolide,722565
Ketone halogenation,1659831
Ketoprofen,16978
Kettle,953864
Keurig,5286885
Kevlar,16759
Key2Audio,2459197
KeyMod,39063460
Key (engineering),18398883
Key Management Interoperability Protocol,23524635
Key ceremony,15314230
Key finder,18446887
Key finding attacks,51977037
Key frame,17116
Key management,631063
Key retainer,10223100
Key schedule,609603
Key stretching,4266286
Keyboard buffer,331978
Keyboard expression,1761869
Keyboard layout,26301474
Keyboard technology,16830
Keycard lock,6336134
Keychain,884781
Keyer,870743
Keypad,2475823
Keypunch,856718
Keystone module,9748706
Keystroke dynamics,4274087
Keystroke logging,57829
Keyword Protocol 2000,24582905
Keyword Services Platform,16029016
Keyword clustering,51237037
Keyword research,10448121
Khaya,2694343
Khellin,7695131
Khim,3353309
Khoa,3701188
Ki-67 (protein),9109164
Kick scooter,3041515
Kickbike,3908796
Kickstand,2263602
Kid Pix,1545854
Kidney dish,5652959
Kidney paired donation,49687007
Kidney transplantation,1584036
Kidskin,43518957
Kieserite,740892
Kifunensine,40123041
Kile,1089680
Kill (command),940594
Kill box,1237210
Kill pill,28686400
Killer yeast,17585131
Kiln,17361
Kinect,23048428
Kinescope,165331
Kinetic Monte Carlo,5229194
Kinetic data structure,35771406
Kinetic energy recovery system,20163646
Kinetic imaging,53299051
Kinetic inductance,5155983
Kinetic inductance detector,32511431
Kinetic inhibitor,36387873
Kintsugi,21786696
Kiosk software,5094245
Kirkendall effect,42453
Kirlian photography,17066
Kirshenbaum,81142410
Kitchen hood,897603
Kitchen knife,1534065
Kitchenware,1031396
Kite,11100
Kite balloon,7135419
Kite line,15869247
Kite types,15898382
Kiteboarding,191863
Kjeldahl method,5366272
Klinkenberg correction,19589262
Kluyveromyces marxianus,8612835
Klystron,234132
Knee (construction),7899440
Knee pad,5095744
Knee replacement,2830398
Knife switch,11539646
Knitting machine,3532369
Knitting needle,172056
Knockout rat,18771661
Knoppix,158125
Knotted polymers,47622276
Knotted stitch,12120513
Knuckle thread,41638156
Knuckleball,157813
Knurled nut,17604070
Knurling,1149674
Koch reaction,14054801
Kocher manoeuvre,1984147
Kodachrome,196277
Kodecyte,24135147
Kojic acid,5116536
Kolab Now,40509014
Kolliphor EL,5364886
Komagataella,2202156
Kombucha,264062
Kompetitive allele specific PCR,42441653
Koozie,15806863
Korean mixed script,12838533
Korean natural farming,43031573
Korean paper,8036407
Korg OASYS,1496667
KornShell,17213
Kosmotropic,2833962
Kotatsu,1368771
Kraft paper,3454341
Krar,185513
Kraton (polymer),3046584
Kriging,477026
Krita,2068578
Krivine machine,54141066
Krogmann's salt,11002752
Krypton,10624594
Krytron,961677
Kubernetes,43291963
Kugar,4837600
Kulintang,306063
Kumada coupling,10685778
Kunai,910545
Kvass,16971
Kyanite,17038
Kydex,6925733
L-Arginine ethyl ester,26258123
L-DOPA,905037
L-Ribonucleic acid aptamer,33233736
L-arabinose operon,8017024
L-system,46565
LAMMPS,6098774
LANTIRN,767737
LAN Manager,1123994
LAPACK,1013768
LAPB,866091
LBCAST,271180
LC circuit,602264
LDAP Account Manager,3002175
LDAP Admin,51384141
LDAP injection,52524151
LDL apheresis,532528
LDMOS,16211452
LEAF Project,3483396
LEB128,23672729
LED art,20097464
LED film,34686824
LED lamp,9910525
LED strip light,43666684
LED tube,53356987
LEMON (C++ library),13505229
LEPOR,40763632
LFO,1691435
LGA 775,839016
LGM-30 Minuteman,49365
LIGO,81610
LINDO,43628228
LIO (SCSI target),31923901
LISE++,28496873
LISICON,24610804
LLVM,654611
LM3914,35690290
LMMS,6667807
LOINC,3154110
LORAN,42497186
LPDDR,23182523
LR parser,18030
LS-R,13337245
LSID,5878395
LTE (telecommunication),19752979
LTE Advanced,19285762
LTTng,22878834
LTspice,29659893
LU decomposition,6243993
LWJGL,2906731
LZX,739430
L band,553942
L pad,5378527
LabVIEW,544733
Laban movement analysis,689975
Labdanum,1603731
Label,1558831
Label dispenser,8500003
Label printer,2534789
Laboratory centrifuge,12285825
Laboratory drying rack,52130302
Laboratory glassware,43958
Laboratory robotics,871903
Lac (resin),40497
Lacquer,216140
Lacquerware,879441
Lacrosse helmet,15985738
Lacrosse stick,5307935
Lactase,18645
Lactic acid,172474
Lactic acid bacteria,3907316
Lactic acid fermentation,200201
Lacticaseibacillus casei,2720799
Lacticaseibacillus paracasei,40079354
Lacticaseibacillus rhamnosus,3148908
Lactitol,1396355
Lactobacillus acidophilus,965861
Lactobacillus crispatus,42951071
Lactobacillus delbrueckii subsp. bulgaricus,247989
Lactonase,16806575
Lactone,299675
Lactonitrile,36410439
Lactoperoxidase,26914676
Lactose,18643
Lactucarium,879129
Lactulose,1309002
Lactylate,33065713
Ladder track,27592267
Ladle (metallurgy),4800139
Lafutidine,18095760
Lallemantia oil,7832630
Lamb waves,14892992
Lambda architecture,43539426
Lambda diode,17605257
Lambert conformal conic projection,2920617
Lambertian reflectance,800155
Lamella clarifier,12437267
Lamellar armour,616756
Laminar flow reactor,34740042
Laminaria,1856816
Laminaria digitata,21353353
Laminate panel,31203347
Laminated steel blade,31021079
Laminated veneer lumber,1638040
Laminoplasty,15148511
Laminotomy,14315840
Lamivudine,770039
Lampshade,2769641
Lampworking,1219391
Lanadelumab,50977670
Lanczos algorithm,2593852
Land and hold short operations,2534163
Land grid array,812453
Landfill,211285
Landfill diversion,6328159
Landfill gas,1958790
Landfill gas monitoring,6472972
Landfill gas utilization,25249780
Landfill liner,9644994
Landfill mining,6366835
"Landing Ship, Tank",901674
Landing craft,539716
Landing gear,382683
Landing page,2789866
Landmark detection,29768590
Landsat program,387175
Landscape photography,19918814
Landslide,37208
Landweber iteration,35717958
Langer's lines,13193674
Langmuir probe,62389
Language Server Protocol,53278977
Language assessment,16801992
Language binding,3002110
Lanolin,171216
Lanthanide,18308
Lanthanide probes,44991261
Lanthanum,17744
Lanthanum(III) chloride,5292342
Lanthanum aluminate,43178976
Lanthanum carbonate,2660956
Lanthanum hexaboride,5227127
Lanthanum oxide,2700960
Lanthanum trifluoride,39665579
Lantibiotics,476251
Lap joint,456414
Lap steel guitar,513216
Laparoscopic radical prostatectomy,14894247
Laparoscopy,68469
Laparotomy,337836
Lapatinib,4668382
Lapis lazuli,44653
Laptop,198584
Laravel,41395046
Large aircraft,7989678
Large eddy simulation,1178438
Large format,362823
Larmor precession,2784730
Larock indole synthesis,2381942
Larssen sheet piling,42859210
Laryngeal mask airway,660192
Laryngeal tube,39468215
Laryngoscopy,352047
Laryngotracheal reconstruction,53873046
Las Vegas algorithm,537519
Laser,17556
Laser-assisted device alteration,8742705
LaserDisc,255849
LaserDisc player,39101516
Laser Doppler imaging,35417850
Laser Doppler velocimetry,1083982
Laser Doppler vibrometer,19377279
Laser TV,7380112
Laser ablation,1836020
Laser ablation electrospray ionization,30972650
Laser accelerometer,7359494
Laser beam machining,49223902
Laser beam profiler,15267398
Laser beam welding,1448500
Laser capture microdissection,4020995
Laser coagulation,22835742
Laser communication in space,44764997
Laser cooling,172586
Laser cutting,531911
Laser detuning,33870431
Laser diffraction analysis,30710121
Laser diode,142258
Laser drilling,26979719
Laser engraving,763693
Laser guidance,1451697
Laser guide star,792946
Laser hair removal,617004
Laser ignition,42421874
Laser medicine,24387914
Laser peening,7465720
Laser pointer,1442115
Laser power scaling,9729810
Laser projector,17488194
Laser pumping,3245664
Laser rangefinder,1461372
Laser safety,1101848
Laser scanning,4261793
Laser spray ionization,16281330
Laser surgery,4091896
Laser ultrasonics,2520153
Last.fm,612330
Latch seal,52286137
Latent semantic analysis,689427
Lateral flow test,14352711
Lateritic nickel ore deposits,11927499
Latex,19159702
Latilactobacillus sakei,34244362
Latin alphabet,18306
Latin script,6683766
Latrine,552377
Latrunculin,4242911
Lattice Boltzmann methods,5074413
Lattice delay network,48820122
Lattice mast,18372752
Lattice network,47643956
Lattice phase equaliser,16637905
Lattice problem,18661117
Lattice reduction,4786593
Lattice tower,1273047
Laugh track,263909
Launch (boat),1257504
Launch control (automotive),2898227
Launch track,3189424
Launch vehicle system tests,32328804
Laundry ball,3730328
Laundry symbol,168315
Laurdan,40869618
Lauric acid,1598497
Laurolactam,35551062
Lavender oil,307818
Lawesson's reagent,2582816
Lawful interception,1833462
Lawn aerator,5396543
Lawn mower,343857
Lawn sweeper,19358228
Layer by layer,15143957
Layered clothing,8649012
Layered double hydroxides,12054908
Layering,32145140
Lazy evaluation,18155
Leachate,1573422
Lead,17747
Lead(II) acetate,1966070
Lead(II) azide,40171
Lead(II) chromate,5064554
Lead(II) iodide,766244
Lead(II) nitrate,238508
Lead(II) sulfate,377975
Lead burning,46502056
Lead carbonate,3533543
Lead castle,3500370
Lead dioxide,2375025
Lead frame,42443688
Lead hydrogen arsenate,2181154
Lead sheet,2472775
Lead shielding,3514565
Lead smelting,37745974
Lead styphnate,197213
Lead telluride,3873783
Lead tin telluride,47035981
Lead white,1970570
Lead zirconate titanate,1145404
Leader election,10649582
Leading-edge droop flap,42132890
Leading edge inflatable kite,522946
Leadscrew,2772840
Leaf mold,157024
Leaf protein concentrate,3043713
Leaf spring,600122
Leaf valve,4695402
Leaflet (software),39869209
Leakage inductance,1302589
Leaky bucket,1056496
Leaky feeder,2873538
Lean-burn,1506031
Leap year problem,26456374
Learning analytics,28486111
Learning cell,47785125
Learning classifier system,854461
Learning management system,1729908
Learning rule,35699507
Leased line,481814
Least-squares spectral analysis,13609399
Leat,65345
Leather cannon,7218084
Lebrikizumab,12597718
Lecher line,3541696
Lecithin,525023
Lectern,1486259
Lectin,436414
Leddar,37553163
Ledipasvir/sofosbuvir,45622860
Lee distance,17766039
Left atrial appendage occlusion,22643448
Leftist tree,2754256
Leg press,1209880
Legal expert system,37447771
Legged robot,10549090
Legislation.gov.uk,8886823
Lego Mindstorms,198856
Leishman stain,3548023
Lemmatization,504223
Lemna minor,13151201
Length measurement,33904406
Leno weave,36630328
Lens antenna,52989585
Lens board,24203665
Lens controller,26692998
Lens hood,2147465
Lens mount,1211714
Lente insulin,27065825
Lenticular lens,3220277
Lenticular printing,878311
Lentilactobacillus buchneri,12438207
Lentiviral vector in gene therapy,39319146
Lentivirus,2239513
Lentulo spiral,10178833
Leonardite,24033549
Leonite,48538334
Lesinurad,48892310
Leslie speaker,284855
Less (Unix),926143
Lestaurtinib,16764111
Let expression,36401828
Lethal autonomous weapon,36973733
Lethal injection,62745
Lethal ovitrap,42103556
Letrozole,2884912
Letter board,26806835
Letter bomb,49760
Letter frequency,6767165
Letterboxing (filming),17871
Leucaena,3418396
Leucinodes orbonalis,30443367
Leuckart reaction,5901920
Leukemia inhibitory factor,3342582
Leuprorelin,1336519
Levee,43024
LevelDB,32554164
Level crossing signals,27832510
Level sensor,4023295
Level shifter,53950069
Levenshtein distance,406418
Lever action,621313
Levobupivacaine,4757087
Levomefolic acid,11437063
Levonorgestrel,675277
Levulinic acid,2927184
Lexile,23286037
LexisNexis,634370
Leyden jar,18103
Li-Fi,34533427
Libavcodec,2695181
Libevent,2396382
Libor,236852
Library catalog,190871
LibreCAD,38095864
LibreOffice,28981081
LibreOffice Base,33047289
LibreOffice Draw,33047291
LibreOffice Writer,32039577
Libvirt,24763603
Lichenin,3200942
Lichess,46176851
Lidar,41958
Lidar traffic enforcement,30838933
Lidocaine/prilocaine,647283
Life-support system,897136
LifeSaver bottle,13246989
Life Alert Emergency Response,4551294
Life simulation game,4203400
Lifestreaming,15357688
Lift-off (microtechnology),16793276
Lift slab construction,31367672
Lifting bag,502116
Lifting body,168239
Lifting gas,18995926
Lifting scheme,4555411
Ligand binding assay,42291886
Light-emitting diode,18290
Light-sport aircraft,1848261
LightScribe,1852610
Light aircraft,2643987
Light bullet,40639467
Light field,863741
Light field camera,3191803
Light fixture,2999407
Light green SF,3247967
Light meter,168435
Light sheet fluorescence microscopy,37430358
Light stage,40285325
Light tank,26700762
Light transport theory,4217896
Lighter,345756
Lighter aboard ship,2419747
Lighting,188386
Lighting control console,1069443
Lighting control system,3391379
Lightning (connector),37019058
Lightning Memory-Mapped Database,44933473
Lightning Network,54025519
Lightning detection,77135262
Lightship,145771
Lighttpd,1259201
Lightweight Directory Access Protocol,18508
Lignin-modifying enzyme,10492540
Lignin characterization,52466586
Lignite,42808
Lignocellulosic biomass,5635233
Lignosulfonates,3049349
Limb perfusion,14908758
Limb restraint,19375858
Lime mortar,4036703
Lime plaster,2467030
Lime softening,28239489
Lime sulfur,2293159
Limelight,339482
Limewater,205163
Limited-memory BFGS,6142533
Limited-stop,18578
Limited Feedback Interaction,23989226
Limiter,495387
Limonene,1779163
Limonite,60777
Limosilactobacillus fermentum,14177167
Limpet,1738148
Linaclotide,28829324
Linchpin,1493984
Lincoln Continental,609694
Lincoln Town Car,541143
Lincomycin,3924163
Lincosamides,3533006
Lincrusta,2382680
Linda (coordination language),957598
Line Impedance Stabilization Network,10979583
Line Mode Browser,1103452
Line filter,12663338
Line laser,21237163
Line level,839321
Line marker,8838023
Line matrix printer,50682
Line printer,45879
Line shaft,2498045
Line trap,39199872
Linear-feedback shift register,58992
Linear Tape-Open,895342
Linear actuator,2100884
Linear alkylbenzene,22761654
Linear alternator,3206138
Linear canonical transformation,4415205
Linear congruential generator,45527
Linear diode array,17617197
Linear discriminant analysis,1470657
Linear encoder,3062626
Linear induction motor,475810
Linear interpolation,160010
Linear low-density polyethylene,2138454
Linear network coding,3084295
Linear optics,32752045
Linear particle accelerator,273524
Linear predictive coding,36682
Linear probing,1852304
Linear scheduling method,14206645
Linear search,18171
Linear stage,11172872
Linear sweep voltammetry,14096979
Linear temporal logic,710307
Linearizability,1204310
Linearizer,42840384
Lineman's handset,779146
Lineman's pliers,4847363
Linen,56212
Linezolid,424464
Lingoes,22155779
Lingual arch,17510332
Lingual braces,45020035
Linguistic Linked Open Data,50621302
Linienzugbeeinflussung,2706016
Liniment,1023023
Link Layer Discovery Protocol,4094864
Link Trainer,650388
Link aggregation,1952952
Link analysis,29420000
Link building,14489292
Link grammar,580167
Link layer security,38336626
Link state packet,2971844
Link time,8616403
Linked list,18167
Linoleum,671039
Linotype machine,198674
Lintel,36648936
Linux,6097297
Linux-powered device,1762528
Linux distribution,18212
Linux kernel,21347315
Linux namespaces,42463173
Liothyronine,4114008
Lip lift,25034832
Lip sync,668442
Lipid emulsion,1989329
Lipidomics,884805
Lipoarabinomannan,7449562
Liquefaction,173309
Liquefied natural gas,832128
Liquefied petroleum gas,361384
Liquibase,13585914
Liquid-crystal display,17932
Liquid-crystal polymer,4721451
Liquid-propellant rocket,520402
Liquid Impact Forming,31205078
Liquid air,972312
Liquid apogee engine,44406953
Liquid biopsy,45031863
Liquid breathing,863712
Liquid chalk,22146365
Liquid color,33665439
Liquid cooling,682605
Liquid cooling and ventilation garment,6890573
Liquid crystal,17973
Liquid crystal on silicon,471167
Liquid crystalline elastomer,53739018
Liquid fluoride thorium reactor,17113658
Liquid handling robot,4416824
Liquid helium,351583
Liquid hydrogen,58673
Liquid latex,3529490
Liquid metal embrittlement,4148657
Liquid nitrogen,306364
Liquid packaging board,21518222
Liquid rheostat,22775557
Liquid rocket propellant,1078982
Liquid roofing,33060434
Liquid smoke,1373487
Liquidmetal,1705627
Liquor,1318497
Liquorice,249116
Liraglutide,15809706
Lisp machine,18123
Lissajous curve,753756
List & Label,30911092
List decoding,12044399
List of AMD chipsets,21772137
List of Bluetooth profiles,7104225
List of DNS record types,12886486
List of Facebook features,16115172
List of HTTP header fields,13106156
List of Intel Core processors,4601056
List of Intel processors,60525
List of RAM drive software,31546068
List of RF connector types,51873582
List of Tamiya product lines,14911569
List of Unicode characters,10328596
List of academic databases and search engines,1005923
List of archive formats,519460
List of auto parts,2938583
List of automotive light bulb types,24650919
List of battery types,6697721
List of blade materials,27013415
List of collaborative software,1779657
List of common shading algorithms,8262244
List of copy protection schemes,34290491
List of dried foods,41003681
List of electronic toll collection systems,17390299
List of electronic trading protocols,27679545
List of fire-retardant materials,410858
List of glues,13033
List of graphical user interface elements,7074436
List of handgun cartridges,854884
List of interactive geometry software,1196020
List of interface bit rates,399520
List of laser applications,18145
List of laser types,408243
List of markup languages,488872
List of measuring instruments,27643777
List of monochrome and RGB color formats,15547460
List of monorail systems,12162583
List of network protocols (OSI model),1276699
List of orthopedic implants,36695428
List of psychiatric medications by condition treated,3880397
List of screw drives,27592945
List of search engines,429700
List of soft contact lens materials,34659850
List of software palettes,15546770
List of telescope types,203376
List of typographic features,1981914
List of vehicle instruments,7964061
List of virtual printer software,8852523
List of welding processes,2108110
Listeriolysin O,11828452
Listing (computer),13322729
Lisuride,4544974
Literature-based discovery,31149053
Lithium-ion battery,201485
Lithium (medication),39923620
Lithium acetate,2009410
Lithium aluminium hydride,514097
Lithium bis(trimethylsilyl)amide,10188873
Lithium bromide,2686966
Lithium carbide,78911555
Lithium carbonate,18237
Lithium chloride,1286190
Lithium cobalt oxide,15204685
Lithium fluoride,2687105
Lithium hexafluorophosphate,8565964
Lithium hydride,2196648
Lithium hydroxide,548771
Lithium iodide,2687248
Lithium iron phosphate battery,8534292
Lithium metaborate,5063590
Lithium metal battery,2206984
